symbol,name,market,asset_type,currency,broker,tradability,nisa_category,investment_style,is_sbi_supported,is_active,is_leveraged,is_inverse,theme,sector,aliases,dividend_category,market_cap_tier,index_family,expense_ratio_pct,complexity,tags,data_quality,risk_band,metadata_source,metadata_as_of,metadata_updated_at,yahoo_symbol,yahoo_symbol_status,yahoo_symbol_checked_at,yahoo_symbol_note,country,exchange,local_symbol,primary_listing_country,trading_currency,settlement_currency,quote_currency,fx_pair_to_jpy,foreign_market_group,country_risk_band,liquidity_tier,foreign_data_quality,foreign_data_quality_reasons,sbi_foreign_tradability,sbi_foreign_tradability_as_of,sbi_foreign_tradability_source,sbi_tradability_status,sbi_tradability_verified,sbi_tradability_as_of,sbi_tradability_source,source_section,source_market,source_industry,source_description,source_url
01104.HK,亜太資源 エーピーエーシーリソーシズ,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,balanced,consumer,01104;亜太資源 エーピーエーシーリソーシズ;金属及び紡績製品の取引;金属・鉱業,none,,,,standard,balanced,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,1104.HK,generated,,,Hong Kong,HKEX,01104,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,金属・鉱業,金属及び紡績製品の取引,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01105.HK,星島新聞 シンタオ,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,balanced,consumer,01105;星島新聞 シンタオ;出版サービス。人的資源マネジメント;ブロードバンドコンテンツ配信;メディア,none,,,,standard,balanced,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,1105.HK,generated,,,Hong Kong,HKEX,01105,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,メディア,出版サービス。人的資源マネジメント、ブロードバンドコンテンツ配信,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01108.HK,洛陽ガラス ラクヨウ ガラス,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,industrial,industrial,01108;洛陽ガラス ラクヨウ ガラス;フロート板ガラスの製造・販売;一般製造,none,,,,standard,industrial,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,1108.HK,generated,,,Hong Kong,HKEX,01108,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,一般製造,フロート板ガラスの製造・販売,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01109.HK,チャイナRランド チャイナ リソーシズ ランド,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,real_estate,real_estate,01109;チャイナRランド チャイナ リソーシズ ランド;不動産販売・開発・投資・管理;建築材料;設備の売買;関連サービス;不動産,none,,,,standard,real_estate,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,1109.HK,generated,,,Hong Kong,HKEX,01109,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,不動産,不動産販売・開発・投資・管理、建築材料、設備の売買、関連サービス,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01110.HK,金活医薬 キングワールドメディスン,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,healthcare,healthcare,01110;金活医薬 キングワールドメディスン;医薬品及びヘルスケア用品の輸入・販売を手がける;ヘルスケア・バイオテクノロジー,none,,,,standard,healthcare,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,1110.HK,generated,,,Hong Kong,HKEX,01110,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,ヘルスケア・バイオテクノロジー,医薬品及びヘルスケア用品の輸入・販売を手がける,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01112.HK,H&H国際 ヘルスアンドハピネスインターナショナル,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,healthcare,healthcare,01112;H&H国際 ヘルスアンドハピネスインターナショナル;乳幼児向けの栄養食品;ヘルスケア用品を手がける;食品・飲料水,none,,,,standard,healthcare,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,1112.HK,generated,,,Hong Kong,HKEX,01112,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,食品・飲料水,乳幼児向けの栄養食品、ヘルスケア用品を手がける,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01113.HK,長江実業集団 シーケーアセット,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,real_estate,real_estate,01113;長江実業集団 シーケーアセット;香港を中心に事業展開する不動産デベロッパー。中国本土;シンガポール;英国などに も進出している。;不動産,none,,,,standard,real_estate,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,1113.HK,generated,,,Hong Kong,HKEX,01113,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,不動産,香港を中心に事業展開する不動産デベロッパー。中国本土、シンガポール、英国などに も進出している。,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01114.HK,ブリリアンス中国 ブリリアンス チャイナ オートモーティブ,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,automotive,consumer,01114;ブリリアンス中国 ブリリアンス チャイナ オートモーティブ;中国での小型バス;乗用車部品の製造販売;自動車,none,,,,standard,automotive,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,1114.HK,generated,,,Hong Kong,HKEX,01114,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,自動車,中国での小型バス、乗用車部品の製造販売,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01116.HK,慧源同創科技集団 フイヤン コウィンズ テクノロジー,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,industrial,industrial,01116;慧源同創科技集団 フイヤン コウィンズ テクノロジー;子会社を通じて銅管;銅板の製造に従事;金属・鉱業,none,,,,standard,industrial,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,1116.HK,generated,,,Hong Kong,HKEX,01116,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,金属・鉱業,子会社を通じて銅管、銅板の製造に従事,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01117.HK,中国現代牧業 チャイ モダン デイリー,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,consumer,consumer,01117;中国現代牧業 チャイ モダン デイリー;中国で乳牛の牧畜及び乳製品原料の生産を手がける;食品・飲料水,none,,,,standard,consumer,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,1117.HK,generated,,,Hong Kong,HKEX,01117,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,食品・飲料水,中国で乳牛の牧畜及び乳製品原料の生産を手がける,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01118.HK,高力集団 ゴリックホールディングス,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,industrial,industrial,01118;高力集団 ゴリックホールディングス;鋼材;金属製品;建材の製造販売;金属・鉱業,none,,,,standard,industrial,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,1118.HK,generated,,,Hong Kong,HKEX,01118,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,金属・鉱業,鋼材、金属製品、建材の製造販売,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01120.HK,雅視光学 アーツ オプティカル,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,industrial,industrial,01120;雅視光学 アーツ オプティカル;光学製品の設計;製造販売;アパレル・繊維,none,,,,standard,industrial,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,1120.HK,generated,,,Hong Kong,HKEX,01120,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,アパレル・繊維,光学製品の設計、製造販売,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01122.HK,チンリンモーター チンリン モーター,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,automotive,consumer,01122;チンリンモーター チンリン モーター;1985年に重慶市政府といすゞ自動車が合弁で設立。中国でのいすゞ小型トラック;ピックアップトラック;小型バスの生産・販売;製造;重工業,none,,,,standard,automotive,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,1122.HK,generated,,,Hong Kong,HKEX,01122,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,製造/重工業,1985年に重慶市政府といすゞ自動車が合弁で設立。中国でのいすゞ小型トラック、ピックアップトラック、小型バスの生産・販売,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01123.HK,中港照相器材 チャイナホンコン フォト,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,consumer,consumer,01123;中港照相器材 チャイナホンコン フォト;写真関連製品のプロモーション・販売;小売・輸出入,none,,,,standard,consumer,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,1123.HK,generated,,,Hong Kong,HKEX,01123,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,小売・輸出入,写真関連製品のプロモーション・販売,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01124.HK,沿海家園 コースタルグリーンランド,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,real_estate,real_estate,01124;沿海家園 コースタルグリーンランド;不動産開発・投資・管理;不動産,none,,,,standard,real_estate,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,1124.HK,generated,,,Hong Kong,HKEX,01124,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,不動産,不動産開発・投資・管理,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01125.HK,麗豊控股 ライフンホールディングス,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,real_estate,real_estate,01125;麗豊控股 ライフンホールディングス;不動産開発及び賃貸物件への投資;不動産,none,,,,standard,real_estate,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,1125.HK,generated,,,Hong Kong,HKEX,01125,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,不動産,不動産開発及び賃貸物件への投資,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01126.HK,徳林国際 ドリームインターナショナル,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,industrial,industrial,01126;徳林国際 ドリームインターナショナル;各類ぬいぐるみ玩具の設計;製造販売;一般製造,none,,,,standard,industrial,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,1126.HK,generated,,,Hong Kong,HKEX,01126,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,一般製造,各類ぬいぐるみ玩具の設計、製造販売,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01127.HK,獅子山(LionRock) ライオン ロック グループ,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,balanced,consumer,01127;獅子山(LionRock) ライオン ロック グループ;本や実用書などの印刷をしている会社;メディア・出版,none,,,,standard,balanced,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,1127.HK,generated,,,Hong Kong,HKEX,01127,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,メディア・出版,本や実用書などの印刷をしている会社,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01128.HK,永利澳門 ウィンマカオ,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,consumer,consumer,01128;永利澳門 ウィンマカオ;カジノ運営;リゾート地の開発などに従事;観光・ホテル・飲食店,none,,,,standard,consumer,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,1128.HK,generated,,,Hong Kong,HKEX,01128,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,観光・ホテル・飲食店,カジノ運営、リゾート地の開発などに従事,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01129.HK,中国水業 チャイナ ウォーター インダストリー,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,industrial,industrial,01129;中国水業 チャイナ ウォーター インダストリー;中国で給水;水処理事業に従事。PC周辺機器の製造販売も;その他,none,,,,standard,industrial,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,1129.HK,generated,,,Hong Kong,HKEX,01129,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,その他,中国で給水、水処理事業に従事。PC周辺機器の製造販売も,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01132.HK,橙天嘉禾 オレンジ スカイ ゴールデン ハーベスト,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,balanced,consumer,01132;橙天嘉禾 オレンジ スカイ ゴールデン ハーベスト;映画配給;映画;ドラマ制作;DVD発行;メディア,none,,,,standard,balanced,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,1132.HK,generated,,,Hong Kong,HKEX,01132,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,メディア,映画配給、映画、ドラマ制作、DVD発行,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01133.HK,ハルビン電気 ハルビン エレクトリック,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,technology,technology,01133;ハルビン電気 ハルビン エレクトリック;中国国内で最大規模の発電設備メーカーの一つ。発電所プロジェクトの請負業務;技術コンサルティングも手がける。中国大陸でのパワープラント製造;関連電気工事;交直流モーター及びその他製品サービス;製造;重工業,none,,,,standard,technology,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,1133.HK,generated,,,Hong Kong,HKEX,01133,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,製造/重工業,中国国内で最大規模の発電設備メーカーの一つ。発電所プロジェクトの請負業務、技術コンサルティングも手がける。中国大陸でのパワープラント製造、関連電気工事、交直流モーター及びその他製品サービス,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01137.HK,香港科技探索 ホンコンテクノロジーベンチャー,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,telecom,communication,01137;香港科技探索 ホンコンテクノロジーベンチャー;マスメディア制作;販売;通信,none,,,,standard,communication,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,1137.HK,generated,,,Hong Kong,HKEX,01137,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,通信,マスメディア制作、販売,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01138.HK,中遠海運能源 コスコ シッピング エナジー トランスポート,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,energy,energy,01138;中遠海運能源 コスコ シッピング エナジー トランスポート;中国中央政府系の大手老舗海運会社。中国沿海で石炭;石油;ばら荷の輸送を手掛ける;運輸,none,,,,standard,energy,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,1138.HK,generated,,,Hong Kong,HKEX,01138,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,運輸,中国中央政府系の大手老舗海運会社。中国沿海で石炭、石油、ばら荷の輸送を手掛ける,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01140.HK,華科智能投資 エイチケー エーアイ キャピタル リミテッド,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,financial,financial,01140;華科智能投資 エイチケー エーアイ キャピタル リミテッド;投資会社;金融サービス,none,,,,standard,financial,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,1140.HK,generated,,,Hong Kong,HKEX,01140,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,金融サービス,投資会社,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01141.HK,民銀資本 ＣＭＢＣキャピタル,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,financial,financial,01141;民銀資本 ＣＭＢＣキャピタル;鉱物の採鉱;漢方薬の製造販売;金融サービス;証券投資業を営む;その他,none,,,,standard,financial,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,1141.HK,generated,,,Hong Kong,HKEX,01141,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,その他,鉱物の採鉱、漢方薬の製造販売、金融サービス、証券投資業を営む,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01142.HK,E&P グローバル イーアンドピーグローバルホールディングス,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,technology,technology,01142;E&P グローバル イーアンドピーグローバルホールディングス;アパレル製品の製造販売。主に南米へ輸出;通信・技術,none,,,,standard,technology,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,1142.HK,generated,,,Hong Kong,HKEX,01142,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,通信・技術,アパレル製品の製造販売。主に南米へ輸出,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01150.HK,Milan Station ミラン ステーション,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,consumer,consumer,01150;Milan Station ミラン ステーション;香港;マカオ;北京;台湾で高級ブランドのハンドバックの買取再販店を展開;小売,none,,,,standard,consumer,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,1150.HK,generated,,,Hong Kong,HKEX,01150,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,小売,香港、マカオ、北京、台湾で高級ブランドのハンドバックの買取再販店を展開,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01157.HK,中聯重科 ズームリオン,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,industrial,industrial,01157;中聯重科 ズームリオン;中国の重機;建設機械;環境保全・衛生設備メーカー;一般製造,none,,,,standard,industrial,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,1157.HK,generated,,,Hong Kong,HKEX,01157,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,一般製造,中国の重機、建設機械、環境保全・衛生設備メーカー,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01161.HK,奧思集団 ウォーターオアシス,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,healthcare,healthcare,01161;奧思集団 ウォーターオアシス;香港;マカオ;台湾;中国でスキンケア製品の販売;小売店・スパの経営;ポータルサイトの運営を手掛ける;ヘルスケア・バイオテクノロジー,none,,,,standard,healthcare,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,1161.HK,generated,,,Hong Kong,HKEX,01161,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,ヘルスケア・バイオテクノロジー,香港、マカオ、台湾、中国でスキンケア製品の販売、小売店・スパの経営、ポータルサイトの運営を手掛ける,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01164.HK,中広核鉱業(CGN) シージーエヌ マイニング,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,real_estate,real_estate,01164;中広核鉱業(CGN) シージーエヌ マイニング;医薬品;健康食品の生産販売のほか;不動産開発・リースなども行う;ヘルスケア・バイオテクノロジー,none,,,,standard,real_estate,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,1164.HK,generated,,,Hong Kong,HKEX,01164,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,ヘルスケア・バイオテクノロジー,医薬品、健康食品の生産販売のほか、不動産開発・リースなども行う,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01166.HK,星凱控股 ソーラーテック インターナショナル,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,technology,technology,01166;星凱控股 ソーラーテック インターナショナル;電子製品用ケーブル;電線の製造・販売。香港;中国大陸のほか;米国にも販売;金属・鉱業,none,,,,standard,technology,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,1166.HK,generated,,,Hong Kong,HKEX,01166,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,金属・鉱業,電子製品用ケーブル、電線の製造・販売。香港、中国大陸のほか、米国にも販売,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
