symbol,name,market,asset_type,currency,index_family,expense_ratio_pct,complexity,tags,nisa_category,investment_style,is_leveraged,is_inverse,aliases
NFTY,FT インド株NIFTY50均等加重ETF,us,etf,USD,india,0.80,beginner,low_cost,growth,both,false,false,FT インド株NIFTY50均等加重ETF インド株式市場を代表する50銘柄に、均等加重で投資するNIFTY50均等加重指数への連動を目指すETF。
NFXL,Direxion デイリー NFLX ブル2倍 ETF,us,etf,USD,single_stock,0.99,leveraged,,,lump_sum,true,false,Direxion デイリー NFLX ブル2倍 ETF ネットフリックス(NASDAQ: NFLX)の日々のパフォーマンスの200％の日々の投資成果を追求する。
NFXS,Direxion デイリー NFLX株 ベア1倍 ETF,us,etf,USD,single_stock,0.99,inverse,,,lump_sum,false,true,Direxion デイリー NFLX株 ベア1倍 ETF ネットフリックス(NASDAQ: NFLX)の普通株式の日々のパフォーマンスの-100％の日々の投資成果を追求する。
NLR,ヴァンエック ベクトル ウラニウム＋原子力エネルギーETF,us,etf,USD,msci_world,0.61,beginner,low_cost,growth,both,false,false,ヴァンエック ベクトル ウラニウム＋原子力エネルギーETF DAXグローバル原子力エネルギー指数にできるだけ連動する投資成果をあげることを目標とする。
NUGT,Direxion デイリー 金鉱株 ブル2倍 ETF,us,etf,USD,commodity,1.14,leveraged,,,lump_sum,true,false,Direxion デイリー 金鉱株 ブル2倍 ETF NYSE Arca ゴールド マイナーズ インデックスの値動きの200%のパフォーマンスに連動した成果を目指す。
MVLL,グラナイトS 2倍 ロング MRVL デイリーETF,us,etf,USD,single_stock,1.50,leveraged,,none,lump_sum,true,false,グラナイトS 2倍 ロング MRVL デイリーETF マーベルテクノロジーグループの普通株式(NASDAQ: MRVL)日次変動率の2 倍（200％）の投資成果を目指す。
NXTG,ファーストトラスト（FT）Indxx ネクストG ETF,us,etf,USD,sector,0.70,beginner,low_cost,growth,both,false,false,ファーストトラスト（FT）Indxx ネクストG ETF グローバルの次世代通信システム関連銘柄を厳選して投資します。
OEF,iシェアーズ S&P 100 ETF,us,etf,USD,style_factor,0.20,beginner,low_cost,growth,both,false,false,iシェアーズ S&P 100 ETF 米国市場に上場する超大型株（メガ･キャップ）の動きをとらえる「S&P100」指数を連動対象とします。
ORR,ミリティア ロングショート エクイティ ETF,us,etf,USD,style_factor,10.91,beginner,low_cost,,both,false,false,ミリティア ロングショート エクイティ ETF 株式および株式関連ETFのロングとショートの両戦略を用いたアクティブ運用により、キャピタルゲインの獲得を目指す。
OIH,ヴァンエック ベクトル石油サービスETF,us,etf,USD,sector,0.35,beginner,low_cost,growth,both,false,false,ヴァンエック ベクトル石油サービスETF ヴァンエック ベクトル米国上場石油サービス25指数にできるだけ連動する投資成果をあげることを目標とする。
OPPJ,ウィズダムツリー日本オポチュニティー ETF,us,etf,USD,japan_equity,0.58,beginner,low_cost,growth,both,false,false,ウィズダムツリー日本オポチュニティー ETF ウィズダムツリー・ジャパン・オポチュニティーズ・インデックス（JOPN）に連動する投資成果を目指す。JOPNは、日本企業のパフォーマンスを追跡するように設計されている。
PAVE,グローバル X 米国インフラ関連 ETF,us,etf,USD,sector,0.47,beginner,low_cost,growth,both,false,false,グローバル X 米国インフラ関連 ETF 原材料の生産、重機、エンジニアリング、建設など、米国におけるインフラ活動の増加から恩恵を受ける企業への投資を目指します。
PDDL,グラナイトS 2倍 ロング PDD デイリーETF,us,etf,USD,single_stock,1.50,leveraged,,,lump_sum,true,false,グラナイトS 2倍 ロング PDD デイリーETF PDD ホールディングス ADR(NASDAQ:PDD)の日次変動率の2倍（200％）の投資成果を目指す。
PBD,インベスコ グローバルクリーンエネルギー ETF,us,etf,USD,sector,0.75,beginner,low_cost,growth,both,false,false,インベスコ グローバルクリーンエネルギー ETF ワイルダーヒル・新エネルギーグローバルイノベーション指数に連動する投資成績を目標としている海外ETFです。パワーシェアーズ・グローバル・クリーン・エネルギー・ポートフォリオは、従来のETFと異なる、インテリジェントETFであり、S&Pクリーンエネルギー指数などより高いパフォーマンスを目指し、運用されています。
PFF,iシェアーズ 優先株式 & インカム証券 ETF,us,etf,USD,bond,0.46,beginner,low_cost,,both,false,false,iシェアーズ 優先株式 & インカム証券 ETF ICE 上場優先株式 & ハイブリッド証券 インデックスに連動。米ドル建て優先株式・ハイブリッド証券を対象とした指数への連動を目指す。
PFFD,グローバルX 米国優先証券 ETF,us,etf,USD,bond,0.23,beginner,low_cost,,both,false,false,グローバルX 米国優先証券 ETF ICE BofAML・ダイバーシファイド・コア・米国優先証券・インデックスのパフォーマンス(手数料および経費控除前)に連動する投資成果を目指している
PFFV,グローバルＸ 米国変動金利優先証券 ETF,us,etf,USD,bond,0.25,beginner,low_cost,,both,false,false,グローバルＸ 米国変動金利優先証券 ETF ICE 米国変動金利優先株インデックスに連動する運用実績を目指す。同指数は、米国の国内市場で発行された上場米国ドル建て優先証券および転換社債型優先証券のパフォーマンスに連動。
PIO,Invesco Global Water ETF インベスコ グローバル ウォーター ETF,us,etf,USD,sector,0.75,beginner,low_cost,growth,both,false,false,Invesco Global Water ETF インベスコ グローバル ウォーター ETF パリセーズ世界水事業指数に連動する投資成績を目標としている海外ETFです。
PPH,ヴァンエック ベクトル医薬品ETF,us,etf,USD,sector,0.36,beginner,low_cost,growth,both,false,false,ヴァンエック ベクトル医薬品ETF ヴァンエック ベクトル米国上場医薬品25指数にできるだけ連動する投資成果をあげることを目標とする。
PSK,ST SPDR ICE 優先証券 ETF,us,etf,USD,bond,0.45,beginner,low_cost,,both,false,false,ST SPDR ICE 優先証券 ETF ICE Exchange-Listed Fixed & Adjustable Rate Preferred Securities Indexの価格と利回り実績（経費控除前）に連動する投資成果を目指します。
PTIR,グラナイトS 2倍 ロング PLTR デイリーETF,us,etf,USD,single_stock,1.15,leveraged,,,lump_sum,true,false,グラナイトS 2倍 ロング PLTR デイリーETF パランティア（NYSE:PLTR）普通株式の日次変化率の200％の投資成果を追求する。
PXF,インベスコ RAFI 先進国市場ETF,us,etf,USD,msci_world,0.45,beginner,low_cost,growth,both,false,false,インベスコ RAFI 先進国市場ETF FTSEインターナショナル社のRAFI 先進国（米国を除く）インデックスの株価・配当利回りに連動する。
QCLN,ファーストトラスト(FT)ナスダック クリーンエッジ グリーンエネルギー指数ファンド,us,etf,USD,sector,0.58,beginner,low_cost,growth,both,false,false,ファーストトラスト(FT)ナスダック クリーンエッジ グリーンエネルギー指数ファンド ナスダック・クリーン・エッジ米国リキッド・シリーズ・インデックスに連動する投資成果を目指すETF
QCML,グラナイトS 2倍 ロング QCOM デイリー ETF,us,etf,USD,single_stock,1.50,leveraged,,,lump_sum,true,false,グラナイトS 2倍 ロング QCOM デイリー ETF クアルコム（NASDAQ：QCOM）普通の日次変動率の２倍（200％）を目指す。
QDIV,グローバルX 高配当・優良・米国株 ETF,us,etf,USD,sp500,0.20,beginner,low_cost,,both,false,false,グローバルX 高配当・優良・米国株 ETF S&P500クオリティ高配当インデックスのパフォーマンス(手数料および経費控除前)に連動する投資成果を目指している。
QID,プロシェア ウルトラショートQQQ,us,etf,USD,nasdaq100,0.95,beginner,low_cost,,both,false,false,プロシェア ウルトラショートQQQ ナスダック100指数の日次変動率の反対方向の2倍に連動する投資成果を目指す。
QLD,プロシェア ウルトラQQQ,us,etf,USD,nasdaq100,0.95,beginner,low_cost,,both,false,false,プロシェア ウルトラQQQ ナスダック100指数の日次変動率の2倍に連動する投資成果を目指す。
QQQ,インベスコ QQQ トラスト シリーズ1 ETF,us,etf,USD,,0.20,beginner,low_cost,growth,both,false,false,インベスコ QQQ トラスト シリーズ1 ETF 米国ナスダック市場の大型株100銘柄から成るナスダック-100指数に連動。
QQQE,Direxion NASDAQ-100 均等型インデックス ETF,us,etf,USD,nasdaq100,0.35,beginner,low_cost,growth,both,false,false,Direxion NASDAQ-100 均等型インデックス ETF NASDAQ-100 均等加重指数に連動する投資成果を追求する。
QQQD,DRXデイリー マグニフィセント7 ベア1倍ETF,us,etf,USD,sector,0.69,inverse,,,lump_sum,false,true,DRXデイリー マグニフィセント7 ベア1倍ETF Indxx マグニフィセント7 指数の日々のパフォーマンスの-100％の日々の投資成果を追求する。
QQQI,NEOS Nasdaq100 ハイ インカム ETF,us,etf,USD,nasdaq100,0.68,beginner,low_cost,,both,false,false,NEOS Nasdaq100 ハイ インカム ETF ナスダック100指数に連動し、カバードコール戦略を組み合わせて運用する。毎月分配型で、オプションプレミアムを活用したインカム収益の提供を目指す。
QQQJ,インベスコ NASDAQ 100 ETF,us,etf,USD,nasdaq100,0.15,beginner,low_cost,growth,both,false,false,インベスコ NASDAQ 100 ETF NASDAQネクスト・ジェネレーション100インデックス（金融を除くNASDAQ上場銘柄のうちNASDAQ-100インデックス以外の時価総額上位100銘柄で構成）を対象とするETF。同信託の投資目的は同指数の価格・利回り実績に連動する投資成果を目指す。
QQQM,インベスコ NASDAQ 100 ETF,us,etf,USD,nasdaq100,0.15,beginner,low_cost,growth,both,false,false,インベスコ NASDAQ 100 ETF NASDAQ-100インデックス（金融を除くNASDAQ上場銘柄のうち時価総額上位100銘柄で構成）を対象とするETF。同ETFの投資目的は同指数の価格・利回り実績に連動する投資成果を目指す。
QQQS,インベスコ NASDAQ フューチャー200 ETF,us,etf,USD,nasdaq100,0.20,beginner,low_cost,growth,both,false,false,インベスコ NASDAQ フューチャー200 ETF NASDAQイノベーターズ・コンプリーション・キャップ・インデックス（金融を除くナスダック上場銘柄のうちNASDAQ-100インデックスとNASDAQネクスト・ジェネレーション100インデックス採用銘柄を除く、特許価値が最も高い小型株約200銘柄で構成）を対象とするETF。同信託の投資目的は同指数の価格・利回り実績に連動する投資成果を目指す。
QQQU,DRXデイリー マグニフィセント7 ブル2倍ETF,us,etf,USD,sector,1.09,leveraged,,,lump_sum,true,false,DRXデイリー マグニフィセント7 ブル2倍ETF Indxx マグニフィセント7 指数の日々のパフォーマンスの200％の日々の投資成果を追求する。
QRMI,グローバルＸ NASDAQ 100・リスク管理・インカム ETF,us,etf,USD,nasdaq100,0.60,beginner,low_cost,,both,false,false,グローバルＸ NASDAQ 100・リスク管理・インカム ETF 連動指数はNasdaq-100 マンスリー・ネット・クレジット・カラー・95-100・インデックス。カバード・コール・ファンドのインカム特性を投資家に提供しつつ、プロテクティブ・プットにより市場の大幅な下落リスクを軽減することを目指します。
QTEC,ファーストトラスト(FT)ナスダック100 テクノロジーセクター指数ファンド,us,etf,USD,nasdaq100,0.57,beginner,low_cost,growth,both,false,false,ファーストトラスト(FT)ナスダック100 テクノロジーセクター指数ファンド NASDAQ 100テクノロジー・セクター指数への連動を目指す。2006年4月から運用開始。NASDAQ100のうち、テクノロジー・セクターの銘柄にイコールウェイトで投資する。
QYLD,グローバルX NASDAQ100・カバード・コール ETF,us,etf,USD,nasdaq100,0.60,beginner,low_cost,,both,false,false,グローバルX NASDAQ100・カバード・コール ETF Cboe NASDAQ-100R・バイライト・V2・インデックスに連動する投資成果を目指します。
QYLG,グローバルＸ NASDAQ100 ｶﾊﾞｰﾄﾞ ｺｰﾙ 50 ETF,us,etf,USD,nasdaq100,0.35,beginner,low_cost,,both,false,false,グローバルＸ NASDAQ100 ｶﾊﾞｰﾄﾞ ｺｰﾙ 50 ETF Cboe Nasdaq 100 ハーフ・バイライト V2 インデックスに連動する運用実績を目指す。
RBLU,T-REX 2 ロング ロブロックス デイリーターゲットETF,us,etf,USD,single_stock,1.05,beginner,low_cost,,both,false,false,T-REX 2 ロング ロブロックス デイリーターゲットETF ロブロックス(NASDAQ:RBLX)の日次変動率の2 倍（200％）の投資成果を目指す。
RDVY,ファーストトラスト（FT）増配アチーバーズ ETF,us,etf,USD,dividend,0.49,beginner,low_cost,growth,both,false,false,ファーストトラスト（FT）増配アチーバーズ ETF 米国上場の増配・増益傾向にある銘柄を厳選して５０社に投資します。
RDTL,グラナイトS2倍 ロング RDDT デイリーETF,us,etf,USD,single_stock,1.50,leveraged,,,lump_sum,true,false,グラナイトS2倍 ロング RDDT デイリーETF レディット A(NYSE:RDDT)の日次変動率の2 倍（200％）の投資成果を目指す。
REM,iシェアーズ 米国モーゲージ不動産 ETF,us,etf,USD,reit,0.48,beginner,low_cost,growth,both,false,false,iシェアーズ 米国モーゲージ不動産 ETF 米国の住宅および商業用不動産担保証券を保有するREITで構成される指数と同等の投資成果を目指す。
REMX,ヴァンエック ベクトル レアアース/戦略的金属ETF,us,etf,USD,sector,0.54,beginner,low_cost,growth,both,false,false,ヴァンエック ベクトル レアアース/戦略的金属ETF レアアース/戦略的金属ETFは、ヴァンエック・べクトル・レアアース/戦略的金属インデックスの価格と利回り（手数料や経費控除前）にできるだけ連動する運用実績を目指します。このインデックスは、ルールベースの修正時価総額加重型、浮動株調整インデックスで、主にレアアース/戦略的金属の採鉱、精製および生産に関連したさまざまな活動に主に従事する上場企業の全体的なパフォーマンスに連動する方法を投資家に提供するものです。レアアースや戦略的金属は、通常、貴金属や卑金属の生産時に副産物または二次金属として採掘される工業用金属です。現在、周期表の約49の元素が特定のレアアース金属を含むマイナーメタルとされています。
RLY,ST マルチアセットリアルリターンETF,us,etf,USD,bond,0.50,beginner,low_cost,growth,both,false,false,ST マルチアセットリアルリターンETF 株式を上回るリターンを目指し、コモディティ、不動産、米国物価連動国債(TIPS)などに投資する。
RNRG,Global X 再生可能エネルギーETF,us,etf,USD,sector,0.66,beginner,low_cost,growth,both,false,false,Global X 再生可能エネルギーETF ベンチマーク指数（Indxx Renewable Energy Producers Index）に連動した成果を目指す。
ROBO,ストックス・グローバル・ロボティクス&オートメーション・インデックス,us,etf,USD,sector,0.95,beginner,low_cost,growth,both,false,false,ストックス・グローバル・ロボティクス&オートメーション・インデックス ストックス・グローバル・ロボティクス&オートメーション・インデックスに連動する投資成果を目指す。米国に本拠を置くIT・製造企業株を主に保有し、ロボットやオートメーション関連業界における企業のパフォーマンスに連動しているETF。
ROBN,T-REX 2X ロング ロビンフッド デイリーターゲットETF,us,etf,USD,single_stock,1.05,leveraged,,,lump_sum,true,false,T-REX 2X ロング ロビンフッド デイリーターゲットETF ロビンフッド マーケッツ(NASDAQ:HOOD)の日次変動率の2 倍（200％）の投資成果を目指す。
ROBT,ファーストトラスト（FT）ナスダック AI & ロボティックス ETF,us,etf,USD,style_factor,0.65,beginner,low_cost,growth,both,false,false,ファーストトラスト（FT）ナスダック AI & ロボティックス ETF Nasdaq CTA Artificial Intelligence and Robotics指数への連動を目指す。コンシューマー・テクノロジー・アソシエーション（CTA）が定義する人工知能（AI）及びロボット工学のEnablers(実現企業）、Engagers（関連企業）、Enhancers（支援企業）に分類し、それぞれの項目への関与度合をランク付けし、各項目毎に上位30社にイコールウェイトで投資する。合計ウェイトは、Enabler60％、Engagers25%、Enhancers15%となるように調整する。
RSP,インベスコ S&P 500 等ウェイト ETF,us,etf,USD,sp500,0.20,beginner,low_cost,growth,both,false,false,インベスコ S&P 500 等ウェイト ETF S&P 500®イコール・ウェイト・インデックス。S&P500採用の500銘柄を均等ウェイト加重する指数。四半期ごとにリバランスを行う。
RTH,ヴァンエック ベクトル小売ETF,us,etf,USD,sector,0.35,beginner,low_cost,growth,both,false,false,ヴァンエック ベクトル小売ETF ヴァンエック ベクトル米国上場小売25指数にできるだけ連動する投資成果をあげることを目標とする。
RVNL,グラナイトS2倍 ロング RIVN デイリーETF,us,etf,USD,single_stock,1.15,leveraged,,,lump_sum,true,false,グラナイトS2倍 ロング RIVN デイリーETF リビアン オートモーティブの普通株式（NASDAQ:RIVN）の1 日あたりの変動率の2 倍（200%）の投資成果を目指す。
RWR,ST SPDR ダウ ジョーンズ REIT ETF,us,etf,USD,dow_jones,0.25,beginner,low_cost,growth,both,false,false,ST SPDR ダウ ジョーンズ REIT ETF ダウ・ジョーンズU.S.セレクトREIT指数の価格と利回りに、経費控除前で、連動する投資成果を上げることを目標とします。
RWX,ST SPDR ダウ インターリアルエステートETF,us,etf,USD,dow_jones,0.59,beginner,low_cost,growth,both,false,false,ST SPDR ダウ インターリアルエステートETF ダウ・ジョーンズ・グローバル（除く米国）セレクト・リアル・エステート・セキュリティーズ 指数に連動した成果を目指す。
RXI,iシェアーズ グローバル一般消費財 ETF,us,etf,USD,sector,0.41,beginner,low_cost,growth,both,false,false,iシェアーズ グローバル一般消費財 ETF iシェアーズ S&P グローバル一般消費財セクター・インデックス・ファンドは、スタンダード・アンド・プアーズが一般消費財セクターにおいて重要なポジションにあると判断し、S&P グローバル1200一般消費財セクター キャップド指数によって代表される諸企業の株価、および利回り実績と同等水準の投資成果（報酬および経費控除前）を目指しています。当インデックスは、スタンダード・アンド・プアーズ・グローバル1200インデックスのサブセット指数です。
RYLD,グローバルＸ Russell 2000・カバード・コール ETF,us,etf,USD,small_us,0.60,beginner,low_cost,,both,false,false,グローバルＸ Russell 2000・カバード・コール ETF カバード・コール戦略で利益を生み出そうとするもので、Russell 2000インデックス構成銘柄へのエクスポージャーを購入し、同指数を対象としたコール・オプションを売却する
SDIV,グローバルX スーパーディビィデンド-世界株式 ETF,us,etf,USD,dividend,0.58,beginner,low_cost,,both,false,false,グローバルX スーパーディビィデンド-世界株式 ETF ソラクティブ・グローバル・スーパーディビィデンドRインデックスに連動する投資成果を目指します。
SDVD,FT Vest ダウの犬10 ターゲットインカムETF,us,etf,USD,small_us,0.85,beginner,low_cost,,both,false,false,FT Vest ダウの犬10 ターゲットインカムETF 米国中小型株を対象としたカバードコール戦略のアクティブ運用ETF。ラッセル2000指数の年間配当利回りを約8%上回ることを目指す。
SDOW,プロシェア ウルトラプロ ショート ダウ30,us,etf,USD,dow_jones,0.95,beginner,low_cost,,both,false,false,プロシェア ウルトラプロ ショート ダウ30 ダウ・ジョーンズ30指数（NYダウ）の日次変動率の反対方向の3倍に連動する投資成果を目指す。
SDVY,ファーストトラスト（FT）中小型増配アチーバーズ ETF,us,etf,USD,small_us,0.60,beginner,low_cost,growth,both,false,false,ファーストトラスト（FT）中小型増配アチーバーズ ETF Nasdaq US Small Mid Cap Rising Dividend Achievers? Indexへの連動を目指す。本指数は、中型株・小型株のうち、直近12カ月の配当金が３年前、５年前と比較して上回っており、将来に向けて配当を出し続ける能力がある銘柄を抽出。5年間の配当金の増加、配当利回り、配当性向でランク付けし、抽出した100社にイコールウェイトで投資する。
SDY,ST SPDR S&P 米国高配当株式 ETF,us,etf,USD,dividend,0.35,beginner,low_cost,growth,both,false,false,ST SPDR S&P 米国高配当株式 ETF S&P ハイ・イールド・ディビデンド・アリストクラッツTM指数に、経費控除前で、連動する投資成果を上げることを目標とします。
SH,プロシェア ショートS&P500,us,etf,USD,sp500,0.89,beginner,low_cost,,both,false,false,プロシェア ショートS&P500 S&P500指数の反対方向の日次変動率に連動する投資成果を目指す。
SHE,ST SPDR MSCI USAジェンダーダイバーETF,us,etf,USD,sector,0.20,beginner,low_cost,growth,both,false,false,ST SPDR MSCI USAジェンダーダイバーETF SSGA ジェンダー・ダイバーシティ指数の経費控除前のトータルリターンに概ね連動する投資成果を上げることを目標としている
SHV,iシェアーズ 米国国債 0-1年 ETF,us,etf,USD,bond,0.15,beginner,low_cost,,both,false,false,iシェアーズ 米国国債 0-1年 ETF iシェアーズ 米国短期国債 ETFは、1年未満の米国財務省証券で構成される指数と同等水準の投資成果を目指しています。
SHLD,グローバルX 防衛テック ETF,us,etf,USD,sector,0.50,beginner,low_cost,growth,both,false,false,グローバルX 防衛テック ETF サイバーセキュリティ・システムの構築と管理、人工知能とビッグデータの活用、ロボティクス、燃料システム、航空機などの高度な軍事システムやハードウェアを構築する企業を含む?防衛テックの導入と活用の拡大から利益を得ることができる企業への投資を行う。
SHY,iシェアーズ 米国国債 1-3年 ETF,us,etf,USD,bond,0.15,beginner,low_cost,,both,false,false,iシェアーズ 米国国債 1-3年 ETF バークレイズ 米国国債（1-3年）インデックスに連動する。同インデックスは公開発行され、残存期間が1～3年、米ドル建て非転換確定利付証券、ムーディーズで投資適格（Baa3以上）の格付け、固定金利、発行残高（額面ベース）2億5000万ドル以上の米国財務省証券を組み入れている。
SIL,GLX シルバー マイナーズ ETF,us,etf,USD,commodity,0.65,beginner,low_cost,growth,both,false,false,GLX シルバー マイナーズ ETF ソラクティブ・グローバル銀鉱山インデックスの価格および利回り実績に概ね連動する投資成果を目指す。
SJNK,ST SPDR BB 短期ハイイールド債,us,etf,USD,bond,0.40,beginner,low_cost,,both,false,false,ST SPDR BB 短期ハイイールド債 ブルームバーグ・バークレイズ米国ハイ・イールド・350mnキャッシュペイ0-5年・2%キャップド指数の価格と利回りのパフォーマンスに、経費控除前で、概ね連動する投資成果を上げることを目標とする。
SKYY,ファーストトラスト（FT）クラウドコンピューティング ETF,us,etf,USD,sector,0.60,beginner,low_cost,growth,both,false,false,ファーストトラスト（FT）クラウドコンピューティング ETF 米国上場のクラウド・コンピューティング関連銘柄に投資します。
SLV,iシェアーズ シルバー・トラスト,us,etf,USD,commodity,0.50,beginner,low_cost,growth,both,false,false,iシェアーズ シルバー・トラスト 投資ポートフォリオに銀の価格へのエクスポージャーを確保する単純かつコスト効率の高い手法を投資家に提供することを目指したグランター・トラストです。当トラストは銀地金を保有し、常に当該時点でトラストが保有する銀の価格からトラストの費用および負債を控除した値を反映させるように設計されています。当トラストの受益証券はNYSEARCAに「SLV」というティッカー・シンボルで上場されています。この受益証券は、あらゆる株式と同様、同取引所において市場価格で売買できます。
SLX,ヴァンエック ベクトル鉄鋼ETF,us,etf,USD,sector,0.56,beginner,low_cost,growth,both,false,false,ヴァンエック ベクトル鉄鋼ETF ニューヨーク証券取引所アーカ鉄鋼指数にできるだけ連動する投資成果をあげることを目標とする。
SMCL,グラナイトシェアーズ 2倍 ロング SMCI デイリーETF,us,etf,USD,single_stock,1.50,leveraged,,,lump_sum,true,false,グラナイトシェアーズ 2倍 ロング SMCI デイリーETF 純資産価値 (NAV) に対してディスカウント（割安）で取引される収益性の高いクローズドエンド型ファンドに投資します。
SMUP,TRex 2倍 ロング SMR デイリー ETF,us,etf,USD,single_stock,1.50,leveraged,,,lump_sum,true,false,TRex 2倍 ロング SMR デイリー ETF ニュースケール パワー A(NYSE:SMR)の日々のパフォーマンスの200%の投資成果を目指す。
SMH,ヴァンエック ベクトル半導体ETF,us,etf,USD,sector,0.35,beginner,low_cost,growth,both,false,false,ヴァンエック ベクトル半導体ETF ヴァンエック ベクトル米国上場半導体25指数にできるだけ連動する投資成果をあげることを目標とする。
SOCL,グローバル X ソーシャルメディア ETF,us,etf,USD,sector,0.65,beginner,low_cost,growth,both,false,false,グローバル X ソーシャルメディア ETF ソラクティブ・ソーシャルメディア・トータル・リターン・インデックス（Solactive Social Media Total Return Index）の価格およびイールドのパフォーマンス（手数料および費用控除前）に連動する投資成果を提供することを目指す
SOXL,Direxion デイリー 半導体株 ブル 3倍 ETF,us,etf,USD,single_stock,0.90,leveraged,,,lump_sum,true,false,Direxion デイリー 半導体株 ブル 3倍 ETF NYSE半導体・セクター指数の運用実績（手数料・費用控除前）の3倍（300％）の日次投資成果を目指し運用する。
SOXS,Direxion デイリー 半導体株 ベア 3倍 ETF,us,etf,USD,single_stock,1.01,inverse,,,lump_sum,true,true,Direxion デイリー 半導体株 ベア 3倍 ETF NYSE半導体・セクター指数の運用実績（手数料・費用控除前）の逆数（反対）の3倍（300％）の日次投資成果を目指し運用する。
SPAB,ST SPDR ポートフォリオ米国総合債券ETF,us,etf,USD,bond,0.03,beginner,low_cost,,both,false,false,ST SPDR ポートフォリオ米国総合債券ETF ブルームバーグ・バークレイズUSアグリゲート指数の価格と利回りのパフォーマンスに、経費控除前で、概ね連動する投資成果を上げることを目標とする。
SPYI,NEOS S&P 500 ハイ インカム ETF,us,etf,USD,sp500,0.68,beginner,low_cost,,both,false,false,NEOS S&P 500 ハイ インカム ETF S&P500に連動し、カバードコール戦略とコールスプレッドを組み合わせて、毎月の分配金を提供することを目指す。
SPDW,ST SPDR PF先進国株式（除く米国）ETF,us,etf,USD,msci_world,0.03,beginner,low_cost,growth,both,false,false,ST SPDR PF先進国株式（除く米国）ETF S&P® 先進国（除く米国）BMI指数のトータルリターンのパフォーマンスに、経費控除前で、概ね連動する投資成果を上げることを目標とする。
SPDN,Direxion デイリー S&P 500 ベア1倍 ETF,us,etf,USD,sp500,0.56,inverse,,,lump_sum,false,true,Direxion デイリー S&P 500 ベア1倍 ETF S&P500指数の日々のパフォーマンスの-100％の日々の投資成果を追求する。
SPEM,ST SPDR ポートフォリオ 新興国株式 ETF,us,etf,USD,emerging,0.07,beginner,low_cost,growth,both,false,false,ST SPDR ポートフォリオ 新興国株式 ETF S&P エマージング BMI 指数に連動した成果を目指す。
SPFF,グローバルX スーパーインカムプリファードETF,us,etf,USD,bond,0.48,beginner,low_cost,,both,false,false,グローバルX スーパーインカムプリファードETF グローバルＸ・ハイイールド優先証券インデックスの価格および利回り実績に概ね連動する投資成果を目指す。同指数は、サイズ、流動性、発行体比率、格付け、および満期日に関連する特定の条件に合致した優先株で構成される。
SPHY,ST SPDRポートフォリオハイ イールド債 ETF,us,etf,USD,bond,0.05,beginner,low_cost,,both,false,false,ST SPDRポートフォリオハイ イールド債 ETF ICE BofAML US High Yield指数の価格と利回り実績（経費控除前）に連動する投資成果を目指します。
SPIB,ST SPDRポートフォリオ米国中期社債ETF,us,etf,USD,bond,0.04,beginner,low_cost,,both,false,false,ST SPDRポートフォリオ米国中期社債ETF ブルームバーグ・バークレイズ米国社債中期指数の価格と利回りのパフォーマンスに、経費控除前で、概ね連動する投資成果を上げることを目標とする。
SPIP,ST SPDRポートフォリオ米国物価連動国債ETF,us,etf,USD,bond,0.12,beginner,low_cost,,both,false,false,ST SPDRポートフォリオ米国物価連動国債ETF ブルームバーグ米国政府物価連動債指数の価格と利回り実績（経費控除前）に連動する投資成果を目指します。
SPLB,ST SPDRポートフォリオ米国長期社債ETF,us,etf,USD,bond,0.04,beginner,low_cost,,both,false,false,ST SPDRポートフォリオ米国長期社債ETF ブルームバーグ・バークレイズ米国社債長期指数の価格と利回りのパフォーマンスに、経費控除前で、概ね連動する投資成果を上げることを目標とする。
SPYM,ST SPDR ポートフォリオ S&P500 ETF,us,etf,USD,sp500,0.02,beginner,low_cost,growth,both,false,false,ST SPDR ポートフォリオ S&P500 ETF S&P 500R指数のトータルリターンのパフォーマンスに、経費控除前で、概ね連動する投資成果を上げることを目標とする。
SPMB,ST SPDR ポートフォリオモーゲージ債券 ETF,us,etf,USD,bond,0.05,beginner,low_cost,,both,false,false,ST SPDR ポートフォリオモーゲージ債券 ETF ブルームバーグ米国MBS指数の価格と利回り実績（経費控除前）に連動する投資成果を目指します。
SPMD,ST SPDRポートフォリオS&P400中型株式ETF,us,etf,USD,style_factor,0.03,beginner,low_cost,growth,both,false,false,ST SPDRポートフォリオS&P400中型株式ETF S&P中型株400指数のトータルリターンのパフォーマンスに、経費控除前で、概ね連動する投資成果を上げることを目標とする。
SPSB,ST SPDRポートフォリオ米国短期社債ETF,us,etf,USD,bond,0.04,beginner,low_cost,,both,false,false,ST SPDRポートフォリオ米国短期社債ETF ブルームバーグ・バークレイズ米国社債1-3年指数の価格と利回りのパフォーマンスに、経費控除前で、概ね連動する投資成果を上げることを目標とする。
SPSM,ST SPDR Portfolio S&P600小型株式ETF,us,etf,USD,small_us,0.03,beginner,low_cost,growth,both,false,false,ST SPDR Portfolio S&P600小型株式ETF S&P小型株600指数のトータルリターンのパフォーマンスに、経費控除前で、概ね連動する投資成果を上げることを目標とする。
SPTI,ST SPDR ポートフォリオ 米国中期国債ETF,us,etf,USD,bond,0.03,beginner,low_cost,,both,false,false,ST SPDR ポートフォリオ 米国中期国債ETF ブルームバーグ・バークレイズ 中期米国国債 指数に連動した成果を目指す。
