symbol,name,market,asset_type,currency,broker,tradability,nisa_category,investment_style,is_sbi_supported,is_active,is_leveraged,is_inverse,theme,sector,aliases,dividend_category,market_cap_tier,index_family,expense_ratio_pct,complexity,tags,data_quality,risk_band,metadata_source,metadata_as_of,metadata_updated_at,yahoo_symbol,yahoo_symbol_status,yahoo_symbol_checked_at,yahoo_symbol_note,country,exchange,local_symbol,primary_listing_country,trading_currency,settlement_currency,quote_currency,fx_pair_to_jpy,foreign_market_group,country_risk_band,liquidity_tier,asset_class,region_exposure,is_hedged,smai_theme_tags,foreign_data_quality,foreign_data_quality_reasons,sbi_foreign_tradability,sbi_foreign_tradability_as_of,sbi_foreign_tradability_source,sbi_tradability_status,sbi_tradability_verified,sbi_tradability_as_of,sbi_tradability_source,nisa_growth_status,nisa_growth_verified,nisa_growth_as_of,nisa_growth_source,nisa_growth_eligible,nisa_tsumitate_status,nisa_tsumitate_verified,nisa_tsumitate_as_of,nisa_tsumitate_source,nisa_tsumitate_eligible,source_section,source_market,source_description,source_expense_ratio_pct,source_management_company,source_nisa_growth,source_url
JEPI,JPモルガン エクイティ プレミアム ETF,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,false,false,index,index,JEPI;JPモルガン エクイティ プレミアム ETF;オプション、米国大型株への投資を行うアクティブ型ETF。;JPモルガン・アセットマネジメント;NYSE Arca,none,,active,,standard,index,WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.435351+09:00,JEPI,generated,,,United States,NYSEARCA,JEPI,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,us,unknown,index,WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NYSE Arca,オプション、米国大型株への投資を行うアクティブ型ETF。,,JPモルガン・アセットマネジメント,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
JEPQ,JPモルガン ナスダック米国株式・プレミアム・インカムETF,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,false,false,balanced,index,JEPQ;JPモルガン ナスダック米国株式・プレミアム・インカムETF;米国の大型成長株の保有とオプションの売却を組み合わせたポートフォリオから株式の配当金とオプションプレミアムを獲得し、これらのインカムを原資として毎月分配を目指します。;JPモルガン・アセットマネジメント;NASDAQ,dividend,,,,standard,"index,dividend,high_dividend",WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.435351+09:00,JEPQ,generated,,,United States,NASDAQ,JEPQ,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,us,unknown,"index,dividend,high_dividend",WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NASDAQ,米国の大型成長株の保有とオプションの売却を組み合わせたポートフォリオから株式の配当金とオプションプレミアムを獲得し、これらのインカムを原資として毎月分配を目指します。,,JPモルガン・アセットマネジメント,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
JGLO,JPモルガン グローバル セレクト 株式 アクティブETF,us,etf,USD,sbi_securities,tradable,growth,both,true,true,false,false,index,index,JGLO;JPモルガン グローバル セレクト 株式 アクティブETF;グロース;バリューといったスタイルに偏りなく発掘した投資アイディアをもとに、「株式運用のコア」と位置付けられる分散されたポートフォリオを構築します。;JPモルガン・アセットマネジメント;NASDAQ,none,,active,,standard,index,WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.435351+09:00,JGLO,generated,,,United States,NASDAQ,JGLO,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,global,unknown,index,WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,true,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NASDAQ,グロース/バリューといったスタイルに偏りなく発掘した投資アイディアをもとに、「株式運用のコア」と位置付けられる分散されたポートフォリオを構築します。,,JPモルガン・アセットマネジメント,〇,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
JGRO,JPモルガン 米国グロース株式 アクティブETF,us,etf,USD,sbi_securities,tradable,growth,both,true,true,false,false,index,index,JGRO;JPモルガン 米国グロース株式 アクティブETF;ファンダメンタル分析に基づくボトムアップ・アプローチを採用し、企業の有望な成長力が株価に反映されていないと考える銘柄を選別します。;JPモルガン・アセットマネジメント;NYSE Arca,none,,active,,standard,index,WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.435351+09:00,JGRO,generated,,,United States,NYSEARCA,JGRO,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,us,unknown,index,WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,true,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NYSE Arca,ファンダメンタル分析に基づくボトムアップ・アプローチを採用し、企業の有望な成長力が株価に反映されていないと考える銘柄を選別します。,,JPモルガン・アセットマネジメント,〇,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
JNK,ST SPDR BB ハイイールド債券 ETF,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,false,false,bond,index,JNK;ST SPDR BB ハイイールド債券 ETF;ブルームバーグ・バークレイズ・ハイ・イールド・ベリー・リキッド指数に連動した成果を目指す。;SSGA ファンズ・マネジメント・インク;NYSE Arca,none,,bond,,standard,"index,bond",WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.435351+09:00,JNK,generated,,,United States,NYSEARCA,JNK,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,bond,global,unknown,"index,bond",WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NYSE Arca,ブルームバーグ・バークレイズ・ハイ・イールド・ベリー・リキッド指数に連動した成果を目指す。,,SSGA ファンズ・マネジメント・インク,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
JNUG,Direxion デイリー ジュニア・ゴールド・マイナーズ･インデックス ブル2倍 ETF,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,true,false,commodity,index,JNUG;Direxion デイリー ジュニア・ゴールド・マイナーズ･インデックス ブル2倍 ETF;MVIS グローバル・ジュニア・ゴールド・マイナーズ指数の200%のパフォーマンスに連動した成果を目指す。;Direxion Investments;NYSE Arca,none,,commodity,,advanced,"index,commodity,trading",WARN,HIGH,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.435351+09:00,JNUG,generated,,,United States,NYSEARCA,JNUG,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,commodity,global,unknown,"index,commodity,trading",WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio;leveraged_or_inverse_etf,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NYSE Arca,MVIS グローバル・ジュニア・ゴールド・マイナーズ指数の200%のパフォーマンスに連動した成果を目指す。,,Direxion Investments,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
JPST,JPモルガン・ウルトラショート・インカムETF,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,false,false,bond,index,JPST;JPモルガン・ウルトラショート・インカムETF;価格変動リスクを抑えつつ、インカムの獲得を目指します。主として米ドル建ての投資適格債券に投資。あらゆる市場環境において、ポートフォリオのデュレーションを1年未満とする運用を目指します。;JPモルガン・アセットマネジメント;NYSE Arca,dividend,,bond,,standard,"index,bond",WARN,LOW,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.435351+09:00,JPST,generated,,,United States,NYSEARCA,JPST,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,bond,global,unknown,"index,bond",WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NYSE Arca,価格変動リスクを抑えつつ、インカムの獲得を目指します。主として米ドル建ての投資適格債券に投資。あらゆる市場環境において、ポートフォリオのデュレーションを1年未満とする運用を目指します。,,JPモルガン・アセットマネジメント,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
JXI,iシェアーズ グローバル公益事業 ETF,us,etf,USD,sbi_securities,tradable,growth,both,true,true,false,false,index,index,JXI;iシェアーズ グローバル公益事業 ETF;iシェアーズ S&P グローバル公益事業セクター・インデックス・ファンドは、スタンダード・アンド・プアーズが公益事業セクターにおいて重要なポジションにあると判断し、S&P グローバル1200公益事業セクターキャップド指数によって代表される諸企業の株価、および利回り実績と同等水準の投資成果（報酬および経費控除前）を目指しています。;ブラックロック･ファンド・アドバイザーズ;NYSE Arca,none,,sector,,standard,index,WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.435351+09:00,JXI,generated,,,United States,NYSEARCA,JXI,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,global,unknown,index,WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,true,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NYSE Arca,iシェアーズ S&P グローバル公益事業セクター・インデックス・ファンドは、スタンダード・アンド・プアーズが公益事業セクターにおいて重要なポジションにあると判断し、S&P グローバル1200公益事業セクターキャップド指数によって代表される諸企業の株価、および利回り実績と同等水準の投資成果（報酬および経費控除前）を目指しています。,,ブラックロック･ファンド・アドバイザーズ,〇,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
KOID,Krane GH ロボ＆フィジカルAI指数ETF,us,etf,USD,sbi_securities,tradable,growth,both,true,true,false,false,technology,index,KOID;Krane GH ロボ＆フィジカルAI指数ETF;MerQube グローバル・ヒューマノイド及びエンボディド・インテリジェンス指数の価格および利回りのパフォーマンスに連動する投資成果を目指す。;KraneShaers;NASDAQ,none,,,,thematic,"index,technology",WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.435351+09:00,KOID,generated,,,United States,NASDAQ,KOID,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,global,unknown,"index,technology",WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,true,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NASDAQ,MerQube グローバル・ヒューマノイド及びエンボディド・インテリジェンス指数の価格および利回りのパフォーマンスに連動する投資成果を目指す。,,KraneShaers,〇,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
KTUP,TRex 2倍 ロング KTOS デイリー ETF,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,true,false,index,index,KTUP;TRex 2倍 ロング KTOS デイリー ETF;クラトス ディフェンス＆セキュリティー(NASDAQ:KTOS)の日々のパフォーマンスの200%の投資成果を目指す。;レックス・シェアーズ;Cboe,none,,single_stock,,advanced,"index,trading",WARN,HIGH,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.435351+09:00,KTUP,generated,,,United States,Cboe,KTUP,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,us,unknown,"index,trading",WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio;leveraged_or_inverse_etf;single_stock_etf,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,Cboe,クラトス ディフェンス＆セキュリティー(NASDAQ:KTOS)の日々のパフォーマンスの200%の投資成果を目指す。,,レックス・シェアーズ,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
TTDU,TRex 2倍 ロング TTD デイリー ETF,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,true,false,index,index,TTDU;TRex 2倍 ロング TTD デイリー ETF;トレードデスク A(NASDAQ:TTD)の日々のパフォーマンスの200%の投資成果を目指す。;レックス・シェアーズ;Cboe,none,,single_stock,,advanced,"index,trading",WARN,HIGH,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.435351+09:00,TTDU,generated,,,United States,Cboe,TTDU,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,us,unknown,"index,trading",WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio;leveraged_or_inverse_etf;single_stock_etf,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,Cboe,トレードデスク A(NASDAQ:TTD)の日々のパフォーマンスの200%の投資成果を目指す。,,レックス・シェアーズ,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
TTXU,Direxion テクノロジートップ5 ブル2倍 ETF,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,true,false,currency,index,TTXU;Direxion テクノロジートップ5 ブル2倍 ETF;手数料及び費用の控除前の段階で、S&P 500 情報テクノロジー(セクター)トップ5・イコール・キャップド指数(米ドル) (S&P 500 InformationTechnology (Sector) Top 5 Equal Capped Index (USD)) の日々のパフォーマンスの200％の日々の投資成果を追求する。;Direxion Investments;NYSE,none,,currency,,advanced,"index,commodity,trading",WARN,HIGH,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.435351+09:00,TTXU,generated,,,United States,NYSE,TTXU,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,currency,us,unknown,"index,commodity,trading",WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio;leveraged_or_inverse_etf,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NYSE,手数料及び費用の控除前の段階で、S&P 500 情報テクノロジー(セクター)トップ5・イコール・キャップド指数(米ドル) (S&P 500 InformationTechnology (Sector) Top 5 Equal Capped Index (USD)) の日々のパフォーマンスの200％の日々の投資成果を追求する。,,Direxion Investments,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
KMLI,KraneShares 2x ロング MELIデイリーETF,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,true,false,index,index,KMLI;KraneShares 2x ロング MELIデイリーETF;メルカドリブレ（NASDAQ：MELI）の日次変動率の2倍(200%）の投資成果を目指す。;KraneShaers;NASDAQ,none,,nasdaq100,,advanced,"index,trading",WARN,HIGH,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.435351+09:00,KMLI,generated,,,United States,NASDAQ,KMLI,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,us,unknown,"index,trading",WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio;leveraged_or_inverse_etf,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NASDAQ,メルカドリブレ（NASDAQ：MELI）の日次変動率の2倍(200%）の投資成果を目指す。,,KraneShaers,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
KOMP,ST SPDR S&P Kensho ニューエコノミ ETF,us,etf,USD,sbi_securities,tradable,growth,both,true,true,false,false,index,index,KOMP;ST SPDR S&P Kensho ニューエコノミ ETF;人工知能や定量的ウェイト付けメソドロジーを活用し、処理能力、人口知能、ロボット工学、オートメーションの急速な進歩を利用して伝統的産業を破壊する革新的企業が牽引するニュー・エコノミーの可能性を追求する指数との連動を目指します。;ステート・ストリート・グローバル・アドバイザーズ;NYSE Arca,none,,,,standard,index,WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.435351+09:00,KOMP,generated,,,United States,NYSEARCA,KOMP,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,global,unknown,index,WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,true,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NYSE Arca,人工知能や定量的ウェイト付けメソドロジーを活用し、処理能力、人口知能、ロボット工学、オートメーションの急速な進歩を利用して伝統的産業を破壊する革新的企業が牽引するニュー・エコノミーの可能性を追求する指数との連動を目指します。,,ステート・ストリート・グローバル・アドバイザーズ,〇,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
KORU,Direxion MSCI韓国株 ブル3倍 ETF,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,true,false,index,index,KORU;Direxion MSCI韓国株 ブル3倍 ETF;手数料及び費用の控除前の段階で、MSCI 韓国25;50 インデックス(MSCI Korea 25;50 Index)の日々のパフォーマンスの300％の日々の投資成果を追求する。;Direxion Investments;NYSE,none,,single_stock,,advanced,"index,trading",WARN,HIGH,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.435351+09:00,KORU,generated,,,United States,NYSE,KORU,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,global,unknown,"index,trading",WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio;leveraged_or_inverse_etf;single_stock_etf,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NYSE,手数料及び費用の控除前の段階で、MSCI 韓国25/50 インデックス(MSCI Korea 25/50 Index)の日々のパフォーマンスの300％の日々の投資成果を追求する。,,Direxion Investments,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
KRMA,グローバルX ESG経営企業 ETF,us,etf,USD,sbi_securities,tradable,growth,both,true,true,false,false,index,index,KRMA;グローバルX ESG経営企業 ETF;コンシニティ コンシャス カンパニーズ インデックスに連動した成果を目指す。;グローバルエックス・マネジメント;NASDAQ,none,,,,standard,index,WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.435351+09:00,KRMA,generated,,,United States,NASDAQ,KRMA,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,global,unknown,index,WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,true,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NASDAQ,コンシニティ コンシャス カンパニーズ インデックスに連動した成果を目指す。,,グローバルエックス・マネジメント,〇,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
KROP,グローバルＸ 農業テック&フード ETF,us,etf,USD,sbi_securities,tradable,growth,both,true,true,false,false,index,index,KROP;グローバルＸ 農業テック&フード ETF;ソラクティブ・農業テック&フード・インデックスに連動する運用実績を目指す。同指数は、農業・食品の分野でのさらなる進歩から利益を得ることができる企業で構成される。;グローバルエックス・マネジメント;NASDAQ,none,,,,standard,index,WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.435351+09:00,KROP,generated,,,United States,NASDAQ,KROP,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,global,unknown,index,WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,true,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NASDAQ,ソラクティブ・農業テック&フード・インデックスに連動する運用実績を目指す。同指数は、農業・食品の分野でのさらなる進歩から利益を得ることができる企業で構成される。,,グローバルエックス・マネジメント,〇,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
KXI,iシェアーズ グローバル生活必需品 ETF,us,etf,USD,sbi_securities,tradable,growth,both,true,true,false,false,consumer,index,KXI;iシェアーズ グローバル生活必需品 ETF;iシェアーズ S&P グローバル生活必需品セクター・インデックス・ファンドは、スタンダード・アンド・プアーズが生活必需品セクターにおいて重要なポジションにあると判断し、S&Pグローバル1200生活必需品セクター キャップド指数によって代表される諸企業の株価、および利回り実績と同等水準の投資成果（報酬および経費控除前）を目指しています。当インデックスはスタンダード・アンド・プアーズ・グローバル1200インデックスのサブセット指数です。;ブラックロック･ファンド・アドバイザーズ;NYSE Arca,none,,sector,,standard,"index,consumer",WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.435351+09:00,KXI,generated,,,United States,NYSEARCA,KXI,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,global,unknown,"index,consumer",WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,true,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NYSE Arca,iシェアーズ S&P グローバル生活必需品セクター・インデックス・ファンドは、スタンダード・アンド・プアーズが生活必需品セクターにおいて重要なポジションにあると判断し、S&Pグローバル1200生活必需品セクター キャップド指数によって代表される諸企業の株価、および利回り実績と同等水準の投資成果（報酬および経費控除前）を目指しています。当インデックスはスタンダード・アンド・プアーズ・グローバル1200インデックスのサブセット指数です。,,ブラックロック･ファンド・アドバイザーズ,〇,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
LABD,Direxion デイリー S&P バイオテック株 ベア3倍 ETF,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,true,true,technology,index,LABD;Direxion デイリー S&P バイオテック株 ベア3倍 ETF;The S&P(R) バイオテクノロジー セレクト インダストリー インデックスの反対方向の300%のパフォーマンスに連動した成果を目指す。;Direxion Investments;NYSE Arca,none,,sector,,advanced,"index,technology,trading",WARN,HIGH,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.435351+09:00,LABD,generated,,,United States,NYSEARCA,LABD,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,global,unknown,"index,technology,trading",WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio;leveraged_or_inverse_etf,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NYSE Arca,The S&P(R) バイオテクノロジー セレクト インダストリー インデックスの反対方向の300%のパフォーマンスに連動した成果を目指す。,,Direxion Investments,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
LCDL,グラナイトS2倍 ロング LCID デイリーETF,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,true,false,index,index,LCDL;グラナイトS2倍 ロング LCID デイリーETF;ルシード グループ Aの普通株式（NASDAQ: LCID)の1 日あたりの変動率の2倍（200%）の投資成果を目指す。;グラナイトシェアーズ;NASDAQ,none,,nasdaq100,,advanced,"index,trading",WARN,HIGH,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.435351+09:00,LCDL,generated,,,United States,NASDAQ,LCDL,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,us,unknown,"index,trading",WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio;leveraged_or_inverse_etf,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NASDAQ,ルシード グループ Aの普通株式（NASDAQ: LCID)の1 日あたりの変動率の2倍（200%）の投資成果を目指す。,,グラナイトシェアーズ,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
LABU,Direxion デイリー S&P バイオテック株 ブル3倍 ETF,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,true,false,technology,index,LABU;Direxion デイリー S&P バイオテック株 ブル3倍 ETF;The S&P(R) バイオテクノロジー セレクト インダストリー インデックスの300%のパフォーマンスに連動した成果を目指す。;Direxion Investments;NYSE Arca,none,,sector,,advanced,"index,technology,trading",WARN,HIGH,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.435351+09:00,LABU,generated,,,United States,NYSEARCA,LABU,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,global,unknown,"index,technology,trading",WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio;leveraged_or_inverse_etf,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NYSE Arca,The S&P(R) バイオテクノロジー セレクト インダストリー インデックスの300%のパフォーマンスに連動した成果を目指す。,,Direxion Investments,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
LEMB,iシェアーズ 現地通貨建てエマージング・マーケット債券 ETF,us,etf,USD,sbi_securities,tradable,growth,both,true,true,false,false,bond,index,LEMB;iシェアーズ 現地通貨建てエマージング・マーケット債券 ETF;ブルームバーグ・バークレイズ 新興市場ブロード自国通貨建て国債インデックスの価格及び利回りの実績に概ね対応する投資成果をあげることを目指す。;ブラックロック･ファンド・アドバイザーズ;NYSE Arca,none,,bond,,standard,"index,bond",WARN,LOW,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.435351+09:00,LEMB,generated,,,United States,NYSEARCA,LEMB,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,bond,emerging,unknown,"index,bond",WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,true,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NYSE Arca,ブルームバーグ・バークレイズ 新興市場ブロード自国通貨建て国債インデックスの価格及び利回りの実績に概ね対応する投資成果をあげることを目指す。,,ブラックロック･ファンド・アドバイザーズ,〇,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
